reference_organ,as_label,cell_label,cell_id
LargeIntestine,transverse colon,ICC,ASCTB-TEMP:icc
LargeIntestine,transverse colon,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
LargeIntestine,transverse colon,Megakaryocyte,ASCTB-TEMP:megakaryocyte
LargeIntestine,transverse colon,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
LargeIntestine,transverse colon,Immature pericyte,ASCTB-TEMP:immature-pericyte
LargeIntestine,transverse colon,Activated CD4 T,ASCTB-TEMP:activated-cd4-t
LargeIntestine,transverse colon,Mesoderm 2 (ZEB2+),ASCTB-TEMP:mesoderm-2-zeb2-
Heart,heart left ventricle,Adip2,CL:0000136
Heart,heart left ventricle,Adip4,CL:0000136
Heart,heart left ventricle,NC2_glial_NGF+,CL:0010020
Heart,heart left ventricle,EC10_CMC-like,CL:0000115
Liver,capsule of the liver,Macrophages,CL:0000235
Liver,capsule of the liver,Cholangiocytes,CL:1000488
Liver,capsule of the liver,Hepatocytes,CL:0000182
Liver,capsule of the liver,cDC1s,CL:0002394
Liver,capsule of the liver,T cells,CL:0000084
Liver,capsule of the liver,Fibroblasts,CL:0000057
Liver,capsule of the liver,Endothelial cells,CL:0000115
Liver,capsule of the liver,Resident NK,CL:0000623
Liver,capsule of the liver,Neutrophils,CL:0000775
Liver,capsule of the liver,Circulating NK/NKT,CL:0000814
Liver,capsule of the liver,Mono+mono derived cells,CL:0011031
Liver,capsule of the liver,Plasma cells,CL:0000786
Liver,capsule of the liver,B cells,CL:0000236
Liver,capsule of the liver,pDCs,CL:0000784
Liver,capsule of the liver,cDC2s,CL:0002399
Liver,capsule of the liver,Basophils,CL:0000767
Liver,capsule of the liver,macrophage,CL:0000235
Liver,capsule of the liver,neutrophil,CL:0000775
Liver,capsule of the liver,hepatocyte,CL:0000182
Liver,capsule of the liver,T cell,CL:0000084
Liver,capsule of the liver,endothelial cell of hepatic sinusoid,CL:1000398
Liver,capsule of the liver,mature NK T cell,CL:0000814
Liver,capsule of the liver,monocyte,CL:0000576
Liver,capsule of the liver,intrahepatic cholangiocyte,CL:0002538
Liver,capsule of the liver,fibroblast,CL:0000057
Liver,capsule of the liver,liver dendritic cell,CL:2000055
Liver,capsule of the liver,plasma cell,CL:0000786
Liver,,Macrophages,CL:0000235
Liver,,Cholangiocytes,CL:1000488
Liver,,Hepatocytes,CL:0000182
Liver,,cDC1s,CL:0002394
Liver,,T cells,CL:0000084
Liver,,Fibroblasts,CL:0000057
Liver,,Endothelial cells,CL:0000115
Liver,,Resident NK,CL:0000623
Liver,,Neutrophils,CL:0000775
Liver,,Circulating NK/NKT,CL:0000814
Liver,,Mono+mono derived cells,CL:0011031
Liver,,Plasma cells,CL:0000786
Liver,,B cells,CL:0000236
Liver,,pDCs,CL:0000784
Liver,,cDC2s,CL:0002399
Liver,,Basophils,CL:0000767
Liver,,macrophage,CL:0000235
Liver,,neutrophil,CL:0000775
Liver,,hepatocyte,CL:0000182
Liver,,T cell,CL:0000084
Liver,,endothelial cell of hepatic sinusoid,CL:1000398
Liver,,mature NK T cell,CL:0000814
Liver,,monocyte,CL:0000576
Liver,,intrahepatic cholangiocyte,CL:0002538
Liver,,fibroblast,CL:0000057
Liver,,liver dendritic cell,CL:2000055
Liver,,plasma cell,CL:0000786
Liver,gastric impression of liver,Macrophages,CL:0000235
Liver,gastric impression of liver,Cholangiocytes,CL:1000488
Liver,gastric impression of liver,Hepatocytes,CL:0000182
Liver,gastric impression of liver,cDC1s,CL:0002394
Liver,gastric impression of liver,T cells,CL:0000084
Liver,gastric impression of liver,Fibroblasts,CL:0000057
Liver,gastric impression of liver,Endothelial cells,CL:0000115
Liver,gastric impression of liver,Resident NK,CL:0000623
Liver,gastric impression of liver,Neutrophils,CL:0000775
Liver,gastric impression of liver,Circulating NK/NKT,CL:0000814
Liver,gastric impression of liver,Mono+mono derived cells,CL:0011031
Liver,gastric impression of liver,Plasma cells,CL:0000786
Liver,gastric impression of liver,B cells,CL:0000236
Liver,gastric impression of liver,pDCs,CL:0000784
Liver,gastric impression of liver,cDC2s,CL:0002399
Liver,gastric impression of liver,Basophils,CL:0000767
Liver,gastric impression of liver,macrophage,CL:0000235
Liver,gastric impression of liver,neutrophil,CL:0000775
Liver,gastric impression of liver,hepatocyte,CL:0000182
Liver,gastric impression of liver,T cell,CL:0000084
Liver,gastric impression of liver,endothelial cell of hepatic sinusoid,CL:1000398
Liver,gastric impression of liver,mature NK T cell,CL:0000814
Liver,gastric impression of liver,monocyte,CL:0000576
Liver,gastric impression of liver,intrahepatic cholangiocyte,CL:0002538
Liver,gastric impression of liver,fibroblast,CL:0000057
Liver,gastric impression of liver,liver dendritic cell,CL:2000055
Liver,gastric impression of liver,plasma cell,CL:0000786
Liver,diaphragmatic surface of liver,Macrophages,CL:0000235
Liver,diaphragmatic surface of liver,Cholangiocytes,CL:1000488
Liver,diaphragmatic surface of liver,Hepatocytes,CL:0000182
Liver,diaphragmatic surface of liver,cDC1s,CL:0002394
Liver,diaphragmatic surface of liver,T cells,CL:0000084
Liver,diaphragmatic surface of liver,Fibroblasts,CL:0000057
Liver,diaphragmatic surface of liver,Endothelial cells,CL:0000115
Liver,diaphragmatic surface of liver,Resident NK,CL:0000623
Liver,diaphragmatic surface of liver,Neutrophils,CL:0000775
Liver,diaphragmatic surface of liver,Circulating NK/NKT,CL:0000814
Liver,diaphragmatic surface of liver,Mono+mono derived cells,CL:0011031
Liver,diaphragmatic surface of liver,Plasma cells,CL:0000786
Liver,diaphragmatic surface of liver,B cells,CL:0000236
Liver,diaphragmatic surface of liver,pDCs,CL:0000784
Liver,diaphragmatic surface of liver,cDC2s,CL:0002399
Liver,diaphragmatic surface of liver,Basophils,CL:0000767
Liver,diaphragmatic surface of liver,macrophage,CL:0000235
Liver,diaphragmatic surface of liver,neutrophil,CL:0000775
Liver,diaphragmatic surface of liver,hepatocyte,CL:0000182
Liver,diaphragmatic surface of liver,T cell,CL:0000084
Liver,diaphragmatic surface of liver,endothelial cell of hepatic sinusoid,CL:1000398
Liver,diaphragmatic surface of liver,mature NK T cell,CL:0000814
Liver,diaphragmatic surface of liver,monocyte,CL:0000576
Liver,diaphragmatic surface of liver,intrahepatic cholangiocyte,CL:0002538
Liver,diaphragmatic surface of liver,fibroblast,CL:0000057
Liver,diaphragmatic surface of liver,liver dendritic cell,CL:2000055
Liver,diaphragmatic surface of liver,plasma cell,CL:0000786
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Monocyte-derived Mφ,ASCTB-TEMP:monocyte-derived-m
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Alveolar macrophages,CL:0000583
LungV1.1,Left Medial Basal Bronchopulmonary Segment,CD8 T cells,CL:0000625
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Transitional Club-AT2,ASCTB-TEMP:transitional-club-at2
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Multiciliated (non-nasal),CL:0002145
LungV1.1,Left Medial Basal Bronchopulmonary Segment,CD4 T cells,CL:0000624
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Classical monocytes,CL:0000860
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Peribronchial fibroblasts,CL:0002241
LungV1.1,Left Medial Basal Bronchopulmonary Segment,T cells proliferating,CL:0000084
LungV1.1,Left Medial Basal Bronchopulmonary Segment,DC2,CL:0002399
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Club (non-nasal),CL:0000158
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Non-classical monocytes,ASCTB-TEMP:non-classical-monocytes
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Interstitial Mφ perivascular,ASCTB-TEMP:interstitial-m-perivascular
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Alveolar Mφ proliferating,ASCTB-TEMP:alveolar-m-proliferating
LungV1.1,Left Medial Basal Bronchopulmonary Segment,B cells,CL:0000236
LungV1.1,Left Medial Basal Bronchopulmonary Segment,EC general capillary,CL:4028002
LungV1.1,Left Medial Basal Bronchopulmonary Segment,AT2,CL:0002063
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Alveolar fibroblasts,CL:4028004
LungV1.1,Left Medial Basal Bronchopulmonary Segment,AT1,CL:0002062
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Basal resting,CL:0002633
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Lymphatic EC mature,CL:0009086
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Pericytes,CL:0009089
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Adventitial fibroblasts,CL:4028006
LungV1.1,Left Medial Basal Bronchopulmonary Segment,NK cells,CL:0000623
LungV1.1,Left Medial Basal Bronchopulmonary Segment,SMG duct,CL:4033023
LungV1.1,Left Medial Basal Bronchopulmonary Segment,EC venous systemic,CL:4033008
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Mast cells,CL:0000097
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Smooth muscle,CL:0000192
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Monocyte-derived Mph,CL:1001603
LungV1.1,Left Medial Basal Bronchopulmonary Segment,CD8 T cells,CL:0000913
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Multiciliated (non-nasal),CL:0005012
LungV1.1,Left Medial Basal Bronchopulmonary Segment,CD4 T cells,CL:0000492
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Interstitial Mph perivascular,CL:4033043
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Alveolar Mph MT-positive,CL:4033042
LungV1.1,Left Medial Basal Bronchopulmonary Segment,pre-TB secretory,CL:0019001
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Non-classical monocytes,CL:0000875
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Goblet (nasal),CL:0002480
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Classical monocytes,CL:0000576
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Alveolar Mph CCL3+,CL:4033041
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Lymphatic EC differentiating,CL:0002138
LungV1.1,Left Medial Basal Bronchopulmonary Segment,AT0,CL:0010003
LungV1.1,Left Medial Basal Bronchopulmonary Segment,DC1,CL:0002394
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Plasma cells,CL:0000786
LungV1.1,Left Medial Basal Bronchopulmonary Segment,EC venous systemic,CL:1000414
LungV1.1,Left Medial Basal Bronchopulmonary Segment,EC general capillary,CL:0002144
LungV1.1,Left Medial Basal Bronchopulmonary Segment,EC arterial,CL:1000413
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Deuterosomal,CL:4033044
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Migratory DCs,CL:0001056
LungV1.1,Left Medial Basal Bronchopulmonary Segment,Plasmacytoid DCs,CL:0000784
LungV1.1,Left Medial Basal Bronchopulmonary Segment,macrophage,CL:0000235
LungV1.1,Left Medial Basal Bronchopulmonary Segment,"CD4-positive, alpha-beta T cell",CL:0000624
LungV1.1,Left Medial Basal Bronchopulmonary Segment,non-classical monocyte,CL:0000875
LungV1.1,Left Medial Basal Bronchopulmonary Segment,capillary endothelial cell,CL:0002144
LungV1.1,Left Medial Basal Bronchopulmonary Segment,lung ciliated cell,CL:1000271
LungV1.1,Left Medial Basal Bronchopulmonary Segment,dendritic cell,CL:0000451
LungV1.1,Left Medial Basal Bronchopulmonary Segment,fibroblast,CL:0000057
LungV1.1,Left Medial Basal Bronchopulmonary Segment,"CD8-positive, alpha-beta T cell",CL:0000625
LungV1.1,Left Medial Basal Bronchopulmonary Segment,respiratory goblet cell,CL:0002370
LungV1.1,Left Medial Basal Bronchopulmonary Segment,B cell,CL:0000236
LungV1.1,Left Medial Basal Bronchopulmonary Segment,type II pneumocyte,CL:0002063
LungV1.1,Left Medial Basal Bronchopulmonary Segment,club cell,CL:0000158
LungV1.1,Left Medial Basal Bronchopulmonary Segment,classical monocyte,CL:0000860
LungV1.1,Left Medial Basal Bronchopulmonary Segment,type I pneumocyte,CL:0002062
LungV1.1,Left Medial Basal Bronchopulmonary Segment,basophil,CL:0000767
LungV1.1,Left Medial Basal Bronchopulmonary Segment,neutrophil,CL:0000775
LungV1.1,Left Medial Basal Bronchopulmonary Segment,endothelial cell of lymphatic vessel,CL:0002138
LungV1.1,Left Medial Basal Bronchopulmonary Segment,intermediate monocyte,CL:0002393
LungV1.1,Left Medial Basal Bronchopulmonary Segment,plasma cell,CL:0000786
LungV1.1,Left Medial Basal Bronchopulmonary Segment,basal cell,CL:0000646
LungV1.1,Left Medial Basal Bronchopulmonary Segment,mature NK T cell,CL:0000814
LungV1.1,Left Medial Basal Bronchopulmonary Segment,"effector CD8-positive, alpha-beta T cell",CL:0001050
LungV1.1,Left Medial Basal Bronchopulmonary Segment,vein endothelial cell,CL:0002543
LungV1.1,Left Medial Basal Bronchopulmonary Segment,"effector CD4-positive, alpha-beta T cell",CL:0001044
LungV1.1,Left Medial Basal Bronchopulmonary Segment,bronchial smooth muscle cell,CL:0002598
LungV1.1,Left medial basal segmental bronchus,Monocyte-derived Mφ,ASCTB-TEMP:monocyte-derived-m
LungV1.1,Left medial basal segmental bronchus,Alveolar macrophages,CL:0000583
LungV1.1,Left medial basal segmental bronchus,CD8 T cells,CL:0000625
LungV1.1,Left medial basal segmental bronchus,Transitional Club-AT2,ASCTB-TEMP:transitional-club-at2
LungV1.1,Left medial basal segmental bronchus,Multiciliated (non-nasal),CL:0002145
LungV1.1,Left medial basal segmental bronchus,CD4 T cells,CL:0000624
LungV1.1,Left medial basal segmental bronchus,Classical monocytes,CL:0000860
LungV1.1,Left medial basal segmental bronchus,Peribronchial fibroblasts,CL:0002241
LungV1.1,Left medial basal segmental bronchus,T cells proliferating,CL:0000084
LungV1.1,Left medial basal segmental bronchus,DC2,CL:0002399
LungV1.1,Left medial basal segmental bronchus,Club (non-nasal),CL:0000158
LungV1.1,Left medial basal segmental bronchus,Non-classical monocytes,ASCTB-TEMP:non-classical-monocytes
LungV1.1,Left medial basal segmental bronchus,Interstitial Mφ perivascular,ASCTB-TEMP:interstitial-m-perivascular
LungV1.1,Left medial basal segmental bronchus,Alveolar Mφ proliferating,ASCTB-TEMP:alveolar-m-proliferating
LungV1.1,Left medial basal segmental bronchus,B cells,CL:0000236
LungV1.1,Left medial basal segmental bronchus,EC general capillary,CL:4028002
LungV1.1,Left medial basal segmental bronchus,AT2,CL:0002063
LungV1.1,Left medial basal segmental bronchus,Alveolar fibroblasts,CL:4028004
LungV1.1,Left medial basal segmental bronchus,AT1,CL:0002062
LungV1.1,Left medial basal segmental bronchus,Basal resting,CL:0002633
LungV1.1,Left medial basal segmental bronchus,Lymphatic EC mature,CL:0009086
LungV1.1,Left medial basal segmental bronchus,Pericytes,CL:0009089
LungV1.1,Left medial basal segmental bronchus,Adventitial fibroblasts,CL:4028006
LungV1.1,Left medial basal segmental bronchus,NK cells,CL:0000623
LungV1.1,Left medial basal segmental bronchus,SMG duct,CL:4033023
LungV1.1,Left medial basal segmental bronchus,EC venous systemic,CL:4033008
LungV1.1,Left medial basal segmental bronchus,Mast cells,CL:0000097
LungV1.1,Left medial basal segmental bronchus,Smooth muscle,CL:0000192
LungV1.1,Left medial basal segmental bronchus,Monocyte-derived Mph,CL:1001603
LungV1.1,Left medial basal segmental bronchus,CD8 T cells,CL:0000913
LungV1.1,Left medial basal segmental bronchus,Multiciliated (non-nasal),CL:0005012
LungV1.1,Left medial basal segmental bronchus,CD4 T cells,CL:0000492
LungV1.1,Left medial basal segmental bronchus,Interstitial Mph perivascular,CL:4033043
LungV1.1,Left medial basal segmental bronchus,Alveolar Mph MT-positive,CL:4033042
LungV1.1,Left medial basal segmental bronchus,pre-TB secretory,CL:0019001
LungV1.1,Left medial basal segmental bronchus,Non-classical monocytes,CL:0000875
LungV1.1,Left medial basal segmental bronchus,Goblet (nasal),CL:0002480
LungV1.1,Left medial basal segmental bronchus,Classical monocytes,CL:0000576
LungV1.1,Left medial basal segmental bronchus,Alveolar Mph CCL3+,CL:4033041
LungV1.1,Left medial basal segmental bronchus,Lymphatic EC differentiating,CL:0002138
LungV1.1,Left medial basal segmental bronchus,AT0,CL:0010003
LungV1.1,Left medial basal segmental bronchus,DC1,CL:0002394
LungV1.1,Left medial basal segmental bronchus,Plasma cells,CL:0000786
LungV1.1,Left medial basal segmental bronchus,EC venous systemic,CL:1000414
LungV1.1,Left medial basal segmental bronchus,EC general capillary,CL:0002144
LungV1.1,Left medial basal segmental bronchus,EC arterial,CL:1000413
LungV1.1,Left medial basal segmental bronchus,Deuterosomal,CL:4033044
LungV1.1,Left medial basal segmental bronchus,Migratory DCs,CL:0001056
LungV1.1,Left medial basal segmental bronchus,Plasmacytoid DCs,CL:0000784
LungV1.1,Left medial basal segmental bronchus,macrophage,CL:0000235
LungV1.1,Left medial basal segmental bronchus,"CD4-positive, alpha-beta T cell",CL:0000624
LungV1.1,Left medial basal segmental bronchus,non-classical monocyte,CL:0000875
LungV1.1,Left medial basal segmental bronchus,capillary endothelial cell,CL:0002144
LungV1.1,Left medial basal segmental bronchus,lung ciliated cell,CL:1000271
LungV1.1,Left medial basal segmental bronchus,dendritic cell,CL:0000451
LungV1.1,Left medial basal segmental bronchus,fibroblast,CL:0000057
LungV1.1,Left medial basal segmental bronchus,"CD8-positive, alpha-beta T cell",CL:0000625
LungV1.1,Left medial basal segmental bronchus,respiratory goblet cell,CL:0002370
LungV1.1,Left medial basal segmental bronchus,B cell,CL:0000236
LungV1.1,Left medial basal segmental bronchus,type II pneumocyte,CL:0002063
LungV1.1,Left medial basal segmental bronchus,club cell,CL:0000158
LungV1.1,Left medial basal segmental bronchus,classical monocyte,CL:0000860
LungV1.1,Left medial basal segmental bronchus,type I pneumocyte,CL:0002062
LungV1.1,Left medial basal segmental bronchus,basophil,CL:0000767
LungV1.1,Left medial basal segmental bronchus,neutrophil,CL:0000775
LungV1.1,Left medial basal segmental bronchus,endothelial cell of lymphatic vessel,CL:0002138
LungV1.1,Left medial basal segmental bronchus,intermediate monocyte,CL:0002393
LungV1.1,Left medial basal segmental bronchus,plasma cell,CL:0000786
LungV1.1,Left medial basal segmental bronchus,basal cell,CL:0000646
LungV1.1,Left medial basal segmental bronchus,mature NK T cell,CL:0000814
LungV1.1,Left medial basal segmental bronchus,"effector CD8-positive, alpha-beta T cell",CL:0001050
LungV1.1,Left medial basal segmental bronchus,vein endothelial cell,CL:0002543
LungV1.1,Left medial basal segmental bronchus,"effector CD4-positive, alpha-beta T cell",CL:0001044
LungV1.1,Left medial basal segmental bronchus,bronchial smooth muscle cell,CL:0002598
LungV1.1,Left posterior basal segmental bronchus,Monocyte-derived Mφ,ASCTB-TEMP:monocyte-derived-m
LungV1.1,Left posterior basal segmental bronchus,Alveolar macrophages,CL:0000583
LungV1.1,Left posterior basal segmental bronchus,CD8 T cells,CL:0000625
LungV1.1,Left posterior basal segmental bronchus,Transitional Club-AT2,ASCTB-TEMP:transitional-club-at2
LungV1.1,Left posterior basal segmental bronchus,Multiciliated (non-nasal),CL:0002145
LungV1.1,Left posterior basal segmental bronchus,CD4 T cells,CL:0000624
LungV1.1,Left posterior basal segmental bronchus,Classical monocytes,CL:0000860
LungV1.1,Left posterior basal segmental bronchus,Peribronchial fibroblasts,CL:0002241
LungV1.1,Left posterior basal segmental bronchus,T cells proliferating,CL:0000084
LungV1.1,Left posterior basal segmental bronchus,DC2,CL:0002399
LungV1.1,Left posterior basal segmental bronchus,Club (non-nasal),CL:0000158
LungV1.1,Left posterior basal segmental bronchus,Non-classical monocytes,ASCTB-TEMP:non-classical-monocytes
LungV1.1,Left posterior basal segmental bronchus,Interstitial Mφ perivascular,ASCTB-TEMP:interstitial-m-perivascular
LungV1.1,Left posterior basal segmental bronchus,Alveolar Mφ proliferating,ASCTB-TEMP:alveolar-m-proliferating
LungV1.1,Left posterior basal segmental bronchus,B cells,CL:0000236
LungV1.1,Left posterior basal segmental bronchus,EC general capillary,CL:4028002
LungV1.1,Left posterior basal segmental bronchus,AT2,CL:0002063
LungV1.1,Left posterior basal segmental bronchus,Alveolar fibroblasts,CL:4028004
LungV1.1,Left posterior basal segmental bronchus,AT1,CL:0002062
LungV1.1,Left posterior basal segmental bronchus,Basal resting,CL:0002633
LungV1.1,Left posterior basal segmental bronchus,Lymphatic EC mature,CL:0009086
LungV1.1,Left posterior basal segmental bronchus,Pericytes,CL:0009089
LungV1.1,Left posterior basal segmental bronchus,Adventitial fibroblasts,CL:4028006
LungV1.1,Left posterior basal segmental bronchus,NK cells,CL:0000623
LungV1.1,Left posterior basal segmental bronchus,SMG duct,CL:4033023
LungV1.1,Left posterior basal segmental bronchus,EC venous systemic,CL:4033008
LungV1.1,Left posterior basal segmental bronchus,Mast cells,CL:0000097
LungV1.1,Left posterior basal segmental bronchus,Smooth muscle,CL:0000192
LungV1.1,Left posterior basal segmental bronchus,Monocyte-derived Mph,CL:1001603
LungV1.1,Left posterior basal segmental bronchus,CD8 T cells,CL:0000913
LungV1.1,Left posterior basal segmental bronchus,Multiciliated (non-nasal),CL:0005012
LungV1.1,Left posterior basal segmental bronchus,CD4 T cells,CL:0000492
LungV1.1,Left posterior basal segmental bronchus,Interstitial Mph perivascular,CL:4033043
LungV1.1,Left posterior basal segmental bronchus,Alveolar Mph MT-positive,CL:4033042
LungV1.1,Left posterior basal segmental bronchus,pre-TB secretory,CL:0019001
LungV1.1,Left posterior basal segmental bronchus,Non-classical monocytes,CL:0000875
LungV1.1,Left posterior basal segmental bronchus,Goblet (nasal),CL:0002480
LungV1.1,Left posterior basal segmental bronchus,Classical monocytes,CL:0000576
LungV1.1,Left posterior basal segmental bronchus,Alveolar Mph CCL3+,CL:4033041
LungV1.1,Left posterior basal segmental bronchus,Lymphatic EC differentiating,CL:0002138
LungV1.1,Left posterior basal segmental bronchus,AT0,CL:0010003
LungV1.1,Left posterior basal segmental bronchus,DC1,CL:0002394
LungV1.1,Left posterior basal segmental bronchus,Plasma cells,CL:0000786
LungV1.1,Left posterior basal segmental bronchus,EC venous systemic,CL:1000414
LungV1.1,Left posterior basal segmental bronchus,EC general capillary,CL:0002144
LungV1.1,Left posterior basal segmental bronchus,EC arterial,CL:1000413
LungV1.1,Left posterior basal segmental bronchus,Deuterosomal,CL:4033044
LungV1.1,Left posterior basal segmental bronchus,Migratory DCs,CL:0001056
LungV1.1,Left posterior basal segmental bronchus,Plasmacytoid DCs,CL:0000784
LungV1.1,Left posterior basal segmental bronchus,macrophage,CL:0000235
LungV1.1,Left posterior basal segmental bronchus,"CD4-positive, alpha-beta T cell",CL:0000624
LungV1.1,Left posterior basal segmental bronchus,non-classical monocyte,CL:0000875
LungV1.1,Left posterior basal segmental bronchus,capillary endothelial cell,CL:0002144
LungV1.1,Left posterior basal segmental bronchus,lung ciliated cell,CL:1000271
LungV1.1,Left posterior basal segmental bronchus,dendritic cell,CL:0000451
LungV1.1,Left posterior basal segmental bronchus,fibroblast,CL:0000057
LungV1.1,Left posterior basal segmental bronchus,"CD8-positive, alpha-beta T cell",CL:0000625
LungV1.1,Left posterior basal segmental bronchus,respiratory goblet cell,CL:0002370
LungV1.1,Left posterior basal segmental bronchus,B cell,CL:0000236
LungV1.1,Left posterior basal segmental bronchus,type II pneumocyte,CL:0002063
LungV1.1,Left posterior basal segmental bronchus,club cell,CL:0000158
LungV1.1,Left posterior basal segmental bronchus,classical monocyte,CL:0000860
LungV1.1,Left posterior basal segmental bronchus,type I pneumocyte,CL:0002062
LungV1.1,Left posterior basal segmental bronchus,basophil,CL:0000767
LungV1.1,Left posterior basal segmental bronchus,neutrophil,CL:0000775
LungV1.1,Left posterior basal segmental bronchus,endothelial cell of lymphatic vessel,CL:0002138
LungV1.1,Left posterior basal segmental bronchus,intermediate monocyte,CL:0002393
LungV1.1,Left posterior basal segmental bronchus,plasma cell,CL:0000786
LungV1.1,Left posterior basal segmental bronchus,basal cell,CL:0000646
LungV1.1,Left posterior basal segmental bronchus,mature NK T cell,CL:0000814
LungV1.1,Left posterior basal segmental bronchus,"effector CD8-positive, alpha-beta T cell",CL:0001050
LungV1.1,Left posterior basal segmental bronchus,vein endothelial cell,CL:0002543
LungV1.1,Left posterior basal segmental bronchus,"effector CD4-positive, alpha-beta T cell",CL:0001044
LungV1.1,Left posterior basal segmental bronchus,bronchial smooth muscle cell,CL:0002598
LungV1.1,left anterior basal bronchopulmonary segment,Monocyte-derived Mφ,ASCTB-TEMP:monocyte-derived-m
LungV1.1,left anterior basal bronchopulmonary segment,Alveolar macrophages,CL:0000583
LungV1.1,left anterior basal bronchopulmonary segment,CD8 T cells,CL:0000625
LungV1.1,left anterior basal bronchopulmonary segment,Transitional Club-AT2,ASCTB-TEMP:transitional-club-at2
LungV1.1,left anterior basal bronchopulmonary segment,Multiciliated (non-nasal),CL:0002145
LungV1.1,left anterior basal bronchopulmonary segment,CD4 T cells,CL:0000624
LungV1.1,left anterior basal bronchopulmonary segment,Classical monocytes,CL:0000860
LungV1.1,left anterior basal bronchopulmonary segment,Peribronchial fibroblasts,CL:0002241
LungV1.1,left anterior basal bronchopulmonary segment,T cells proliferating,CL:0000084
LungV1.1,left anterior basal bronchopulmonary segment,DC2,CL:0002399
LungV1.1,left anterior basal bronchopulmonary segment,Club (non-nasal),CL:0000158
LungV1.1,left anterior basal bronchopulmonary segment,Non-classical monocytes,ASCTB-TEMP:non-classical-monocytes
LungV1.1,left anterior basal bronchopulmonary segment,Interstitial Mφ perivascular,ASCTB-TEMP:interstitial-m-perivascular
LungV1.1,left anterior basal bronchopulmonary segment,Alveolar Mφ proliferating,ASCTB-TEMP:alveolar-m-proliferating
LungV1.1,left anterior basal bronchopulmonary segment,B cells,CL:0000236
LungV1.1,left anterior basal bronchopulmonary segment,EC general capillary,CL:4028002
LungV1.1,left anterior basal bronchopulmonary segment,AT2,CL:0002063
LungV1.1,left anterior basal bronchopulmonary segment,Alveolar fibroblasts,CL:4028004
LungV1.1,left anterior basal bronchopulmonary segment,AT1,CL:0002062
LungV1.1,left anterior basal bronchopulmonary segment,Basal resting,CL:0002633
LungV1.1,left anterior basal bronchopulmonary segment,Lymphatic EC mature,CL:0009086
LungV1.1,left anterior basal bronchopulmonary segment,Pericytes,CL:0009089
LungV1.1,left anterior basal bronchopulmonary segment,Adventitial fibroblasts,CL:4028006
LungV1.1,left anterior basal bronchopulmonary segment,NK cells,CL:0000623
LungV1.1,left anterior basal bronchopulmonary segment,SMG duct,CL:4033023
LungV1.1,left anterior basal bronchopulmonary segment,EC venous systemic,CL:4033008
LungV1.1,left anterior basal bronchopulmonary segment,Mast cells,CL:0000097
LungV1.1,left anterior basal bronchopulmonary segment,Smooth muscle,CL:0000192
LungV1.1,left anterior basal bronchopulmonary segment,Monocyte-derived Mph,CL:1001603
LungV1.1,left anterior basal bronchopulmonary segment,CD8 T cells,CL:0000913
LungV1.1,left anterior basal bronchopulmonary segment,Multiciliated (non-nasal),CL:0005012
LungV1.1,left anterior basal bronchopulmonary segment,CD4 T cells,CL:0000492
LungV1.1,left anterior basal bronchopulmonary segment,Interstitial Mph perivascular,CL:4033043
LungV1.1,left anterior basal bronchopulmonary segment,Alveolar Mph MT-positive,CL:4033042
LungV1.1,left anterior basal bronchopulmonary segment,pre-TB secretory,CL:0019001
LungV1.1,left anterior basal bronchopulmonary segment,Non-classical monocytes,CL:0000875
LungV1.1,left anterior basal bronchopulmonary segment,Goblet (nasal),CL:0002480
LungV1.1,left anterior basal bronchopulmonary segment,Classical monocytes,CL:0000576
LungV1.1,left anterior basal bronchopulmonary segment,Alveolar Mph CCL3+,CL:4033041
