FTU_partonomy	cell_type	CT_ID	CT_label	biomarker	Biomarker - type
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MADCAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MFGE8+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	POSTN+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	PTHLH+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	SOX9+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CR2+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CXCL13+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FCGR2B+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FNBP1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	KLF6+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MADCAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MFGE8+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	POSTN+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	PTHLH+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	SOX9+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	CD34+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	PECAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Inner Mantle Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	vWF+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CR2+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CXCL13+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FCGR2B+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FNBP1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	KLF6+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MADCAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MFGE8+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	POSTN+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	PTHLH+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	SOX9+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CR2+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CXCL13+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FCGR2B+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FNBP1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	KLF6+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MADCAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MFGE8+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	POSTN+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	PTHLH+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	SOX9+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	CD34+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	PECAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Secondary Follicle-->Mantle Zone-->Superficial Mantle Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	vWF+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CR2+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CXCL13+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FCGR2B+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FNBP1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	KLF6+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MADCAM1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MFGE8+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	POSTN+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	PTHLH+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	SOX9+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CR2+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	CXCL13+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FCGR2B+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	FNBP1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	KLF6+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MADCAM1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	MFGE8+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	POSTN+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	PTHLH+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	follicular dendritic cell	CL:0000442	Follicular Dendritic Cell (FDC)	SOX9+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	splenic marginal zone macrophage	CL:0000872	Macrophage	APOE+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	splenic marginal zone macrophage	CL:0000872	Macrophage	CD5L+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	stromal cell	CL:0000499	Splenic Stromal Cell (non-FRC/non-FDC)		gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	neutrophil	CL:0000775	Neutrophil		gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	neutrophil	CL:0000775	Neutrophil		gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	CD34+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	PECAM1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	splenic endothelial cell	CL:2000053	Splenic endothelial cell	vWF+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	BST1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	C3+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CCL21+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CFB+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CTSS+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CXCL9+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CXCL13+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	ENPP2+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	MADCAM1+	gene
spleen-->Splenic Pulp-->Red Pulp-White Pulp Border-->Superficial Zone	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	MFGE8+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	splenic endothelial cell	CL:2000053	Splenic endothelial cell	CD34+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	splenic endothelial cell	CL:2000053	Splenic endothelial cell	PECAM1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	splenic endothelial cell	CL:2000053	Splenic endothelial cell	vWF+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	BST1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	C3+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CCL19+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CCL21+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CD74+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CLU+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	DCN+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	DSC2+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	ENPP2+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	IL7+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	splenic white pulp macrophage	CL:0000876	Macrophages	APOE+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Inner PALS	splenic white pulp macrophage	CL:0000876	Macrophages	CD5L+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	BST1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	C3+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CCL19+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CCL21+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CD74+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	CLU+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	DCN+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	DSC2+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	ENPP2+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)-->Outer PALS	reticular cell of splenic cord	CL:1000489	Fibroblastic Reticular Cell (FRC)	IL7+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	stromal cell	CL:0000499	Splenic Stromal Cell (non-FRC/non-FDC)		gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	IGHG1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	IGHM+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	JCHAIN+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	SDC1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	XBP1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	IGHG1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	IGHM+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	JCHAIN+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	SDC1+	gene
spleen-->Splenic Pulp-->White Pulp-->Periarteriolar Lymphoid Sheath (PALS)	plasmablast	CL:0000980	Plasmablast	XBP1+	gene
spleen-->Capsule-->Trabeculae-->Spleen Trabecular Artery	splenic endothelial cell	CL:2000053	Splenic endothelial cell	CD34+	gene
spleen-->Capsule-->Trabeculae-->Spleen Trabecular Artery	splenic endothelial cell	CL:2000053	Splenic endothelial cell	PECAM1+	gene
spleen-->Capsule-->Trabeculae-->Spleen Trabecular Artery	splenic endothelial cell	CL:2000053	Splenic endothelial cell	vWF+	gene
spleen-->Capsule-->Trabeculae-->Spleen Trabecular Vein	splenic endothelial cell	CL:2000053	Splenic endothelial cell	CD34+	gene
spleen-->Capsule-->Trabeculae-->Spleen Trabecular Vein	splenic endothelial cell	CL:2000053	Splenic endothelial cell	PECAM1+	gene
spleen-->Capsule-->Trabeculae-->Spleen Trabecular Vein	splenic endothelial cell	CL:2000053	Splenic endothelial cell	vWF+	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->adipose tissue	beige adipocyte	CL:0001070	beige adipocyte		gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
thoracic thymus-->capsule of thymus-->thymus trabecula-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	TM4SF1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	subcapsular cortical epithelial cell	CL:0009077	subcapsular cortical epithelial cell		gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	APOE	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	C1QA	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	C1QB	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	C1QC	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	LGMN	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	MS4A7	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	SELENOP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	SLC40A1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium	thymic cortical macrophage	CL:0000883	macrophage	STAB1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	A2M	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	AQP1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	BCAM	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	IFI27	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	NPDC1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	PLVAP	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RAMP2	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	RNASE1	gene
thoracic thymus-->thymus lobe-->thymus lobule-->thymus epithelium-->thymus subcapsular epithelium-->thymic artery	blood vessel endothelial cell	CL:0000071	blood endothelial cell	SPARCL1	gene
