ftu,table,ftu_label,as_label,ct_label,bm_label,ftu_as,as,ct,bm,bmType
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,AQP1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/633,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,PLVAP,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/13635,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,SPARCL1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/11220,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,A2M,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/7,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,NPDC1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/7899,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,CD31,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/8823,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,RAMP2,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/9844,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,BCAM,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/6722,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,blood endothelial cell,IFI27,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/5397,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,BLVRB,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/1063,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,ALAS2,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/397,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,HBM,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4826,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,AHSP,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/18075,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,FAM178B,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/28036,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,HBA1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4823,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,HBA2,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4824,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,HBB,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4827,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,HBG1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4831,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,erythroid,HBG2,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4832,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,CD303,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/13258,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,CD13,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/500,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,CCDC50,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/18111,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,GZMB,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/4709,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,PLAC8,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/19254,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,Beta5t,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/31963,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,UGCG,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/12524,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,JCHAIN,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/5713,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,LILRA4,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/15503,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,CD33,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/1659,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,PLD4,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/23792,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,IRF8,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/5358,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,CD11c,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/6152,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,IL3RA,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/6012,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,IRF7,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/6122,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,plasmacytoid dendritic cell,CD45RA,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000942,http://identifiers.org/hgnc/9666,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,ELOVL4,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/14415,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD5,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1685,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD27,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/11922,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,SMPD3,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/14240,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD1A,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1634,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD1B,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1635,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD4,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1678,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD69,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1694,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD7,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1695,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,UHRF1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/12556,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD8A,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1706,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,SH3TC1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/26009,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD1E,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1638,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,double positive thymocyte,CD8B,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1707,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,sympathetic noradrenergic nerve,TH,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_3000002,http://identifiers.org/hgnc/11782,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,PDLIM1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/2067,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,EpCAM(lo),http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/11529,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,SCX,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/32322,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,Beta2i,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/9538,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,Beta1i,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/9546,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,CTSV,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/2538,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,CDR2,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/1799,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,S100A14,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/18901,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,Beta5t,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/31963,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,CCL25,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/10624,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,GNG11,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/4403,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,PRSS16,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/9480,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,COX7A1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/2287,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,PLTP,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/9093,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,cortex of thymus,cortical thymic epithelial cell,CD45RA,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0002364,http://identifiers.org/hgnc/9666,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,RNASE1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/10044,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,TM4SF1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/11853,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,AQP1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/633,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,PLVAP,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/13635,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,SPARCL1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/11220,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,A2M,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/7,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,NPDC1,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/7899,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,CD31,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/8823,protein
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,RAMP2,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/9844,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,BCAM,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/6722,gene
https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule,https://purl.humanatlas.io/asct-b/thymus,thymus thymus lobule,corticomedullary boundary of thymus,blood endothelial cell,IFI27,http://purl.obolibrary.org/obo/UBERON_0002125,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/5397,gene
